state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
40,72,1,0,0,0,292.16691671780114,96,49.67092091064763,240.93066643846373,92,20.479461154131563,168.61391253915366,119,7.5852449407433316,7.9053233312879545,9,2.1361463131720346,1
31,96,0,1,1,35,220.28858546263592,104,37.44594538327447,191.04033797880845,100,16.23722004449763,202.51330449103077,85,9.113067189320569,5.7122554199739755,2,1.5440687669160706,0
46,97,1,0,0,0,265.7190325109181,101,45.16874297322221,254.3375598715919,91,21.62046865136673,255.3358519043725,94,11.48940429071042,11.925426991804851,4,3.218372734153429,0
41,63,0,0,0,12,131.14715061062248,91,22.293660829162782,185.4094499827829,97,15.756432392911229,191.7798090916385,107,8.629317039392086,9.590351410633154,2,2.587427042835508,2
39,207,1,0,0,0,233.59170203816356,115,39.710354309273,304.92905210072536,84,25.91820446577646,195.44325521711178,125,8.791651596414443,12.835037214803824,4,3.4634600479970326,1
11,47,1,0,0,0,293.6872791528375,110,49.929837455982366,259.2698361710994,97,22.03835935326715,190.38519327518893,86,8.56857179568084,10.420104936323899,3,2.810952136212772,3
17,102,1,0,0,0,303.0620660406473,81,51.522551226910046,143.70896760031945,107,12.216620867287515,227.82482993323666,94,10.256344933166876,8.809655108209332,8,2.379241362189155,0
47,72,0,0,0,0,263.0364674890263,143,44.71720802083181,233.68746203407338,74,19.86752116777013,171.49230707239005,102,7.719658092106225,11.135612719291835,4,3.0089459183096805,0
27,104,0,0,0,0,121.88326909989891,105,20.720572762556653,199.83012893538034,107,16.981269467294247,208.94170155738354,93,9.4,6.059973197026369,3,1.639609778770955,5
21,108,0,0,1,31,209.49682322613066,108,35.61945908985467,109.59018348254784,64,9.319164308135269,189.69756733532526,144,8.539888383620806,9.099055553714516,5,2.4597452856987636,5
42,72,1,0,0,0,280.64604930329557,111,47.70803255349355,185.41341656510343,68,15.76208675759215,255.26020859666536,86,11.483010429833268,11.233383375843417,6,3.033561947002733,0
25,103,1,0,0,0,337.5706466896493,72,57.391826694170504,219.27999358557747,103,18.637215670123485,266.9057279267569,126,12.014291812145016,12.809945841928283,8,3.4593188911808754,1
27,160,0,0,0,0,317.1859775583831,64,53.91986003894426,316.63906958214966,103,26.91256476850185,165.2437216714013,118,7.439382093219434,6.104850610837698,8,1.6507242829325532,3
13,81,1,0,0,0,298.1674056287089,111,50.68876462690374,176.081976245798,94,14.97000947585797,266.94463077717126,79,12.008552414149056,11.02540382132627,4,2.977206196746473,0
41,62,1,0,0,0,176.016233785434,111,29.92188312013881,142.55462659092404,108,12.120714282959469,175.15941560069405,72,7.884204546184989,9.874025969017216,3,2.6650486999421625,2
3,96,1,0,0,0,131.81572581152506,114,22.40797387734486,196.8896574300797,88,16.731970636863974,132.9010442435121,146,5.980593809951642,11.448776535998919,4,3.0886721116477105,6
36,193,1,0,0,0,245.90553941845724,114,41.80159334737286,295.48336339503464,95,25.11372626948942,256.08959982819744,91,11.525043257592538,10.971923817704885,4,2.961351838838399,0
22,60,1,0,0,0,284.26959326673835,126,48.32303833395356,154.7626069598146,108,13.152858984624427,244.82474501224186,69,11.016406046942848,8.805790644729546,8,2.374185909901089,0
19,101,0,0,0,0,299.26410387191015,99,50.8758205492485,142.13589612808983,105,12.084396952935185,229.22842689956028,81,10.316047883551535,9.530964425036643,4,2.576976058224232,0
35,111,1,1,0,20,147.00164937045912,87,24.9922036650929,110.24942906407183,108,9.36918197128819,162.37019696849381,95,7.310428045553509,14.430818028711808,3,3.8973208677521884,0
44,72,0,0,0,0,126.66273607584431,106,21.535777228009337,191.83726392415568,136,16.3063714652585,213.99463988839494,116,9.628072707788284,8.240806341053666,4,2.2237217437897585,3
20,78,1,0,0,0,313.50892758607154,96,53.29422280519596,165.19980279532848,87,14.039278122039116,299.3281740465001,99,13.469899226547259,6.363489981443009,3,1.7184050838991203,2
40,114,1,0,0,0,263.6119141620721,103,44.81500160056903,231.27551739030991,113,19.661395171193117,240.82516890661657,123,10.840476139664476,10.985372661602492,5,2.968026811649449,1
32,95,0,0,0,0,163.9763708971832,129,27.87598305252114,202.25568839268888,113,17.191152270738797,170.40163330023063,94,7.665317956039699,12.220828426504502,6,3.3046236751562152,1
48,95,1,0,0,0,233.12738719750328,107,39.62931768547074,161.82267889121562,106,13.758729147184775,244.09751366941836,117,10.98899099798672,8.557537600832237,1,2.310197014119879,0
28,49,0,0,0,0,185.12521191521722,88,31.471913967585486,200.81290714520404,127,17.069893614592523,194.00706079653824,86,8.729073619841337,8.430220300504837,6,2.275345510137027,3
31,95,2,0,0,0,222.1581532285847,105,37.765683410614514,283.5541958612661,76,24.10550752762258,250.58417053072586,121,11.275287673882662,9.905276489758048,7,2.679424652234673,2
11,79,0,0,0,11,219.71532029936085,124,37.35272521533462,108.6948450367655,78,9.242415288865613,157.3083831013938,136,7.078821273635728,14.401621927516384,7,3.8888517633916106,2
27,117,1,0,0,0,273.0206070782323,102,46.417044736874914,265.575718692674,111,22.57089455530186,207.13913702220188,93,9.322156533513091,9.745527223490708,6,2.63575081676706,1
35,100,2,0,0,0,277.9202387170913,76,47.24632663721565,177.69891511452315,74,15.105078701769271,219.1923493373522,125,9.865946821582755,8.239229498736234,4,2.223667927785363,0
26,76,1,0,0,11,159.09459121675087,83,27.047809807040785,122.42223542533675,77,10.404541920902547,178.91172529014221,103,8.048790057940518,9.501655984549195,1,2.567955395751029,5
20,113,1,0,0,0,329.80910608083053,89,56.068745323658796,215.15550105922793,86,18.289766912513777,216.18162604943237,97,9.729574527265651,12.788780462925713,4,3.4536747901135234,1
37,137,0,0,0,26,212.1642755662152,117,36.063984587308454,311.9283635864952,96,26.51149751642989,178.77950420023384,115,8.045222041640196,10.399746530280296,2,2.809162527383157,2
35,92,1,0,0,0,318.8616123059793,105,54.20579333612352,168.45206312391488,103,14.317319696335563,154.05693823500545,98,6.930944866200607,8.425807910414592,2,2.279010403490821,1
19,79,1,0,0,0,237.84968635949446,91,40.43338024526852,325.31629532087885,82,27.655684929158856,245.6239776005133,79,11.049878818907253,9.406816700400544,5,2.543373727030916,1
39,211,1,0,0,0,227.1130986794275,125,38.60919231424325,304.648245763195,83,25.894135351131002,183.288352321155,131,8.24407923823025,12.634461259424999,4,3.40930454004475,1
19,136,0,1,0,0,200.63029805984957,88,34.10536341608649,210.67970312629987,95,17.90860760823315,73.91657443028004,84,3.328078691860266,10.957450817587333,3,2.9584509362022766,2
34,132,0,1,0,0,253.5550232195124,102,43.10509950803255,251.81834107317079,80,21.407431771577244,176.736205434797,101,7.948934571707328,8.132308427967455,2,2.195621499837392,0
28,76,0,0,0,0,70.64868465894841,93,12.012737684772787,230.46517602612101,81,19.590130279133316,202.1929224956967,82,9.1011944147225,12.476775650935044,3,3.368677816087873,2
39,92,2,0,0,0,76.12890710531849,87,12.94147624242838,162.58963974296506,83,13.821166214362384,240.40558281807083,77,10.816532244075304,8.527853472470685,2,2.2989887996706146,4
16,119,0,0,0,0,310.37850727532464,91,52.76259161558359,173.2344694600352,105,14.722656797994999,205.18687896605354,79,9.231428038358803,10.4,6,2.81,0
25,162,1,0,0,0,266.88485934561226,119,45.37188574425461,287.3604895698625,102,24.42588757898837,253.55414316732504,113,11.40919854587947,9.762103349841407,8,2.638308248956651,0
33,122,1,0,0,0,233.86398528723592,116,39.75508728874326,251.12412393118174,94,21.344457876585317,183.8215031479601,62,8.27351397044077,10.727797269539558,2,2.897412605210549,0
28,117,1,0,0,0,272.9645890982015,103,46.40748872851672,265.7536581586542,111,22.586052361663135,207.54444358360126,93,9.340279997640707,9.66973819168432,6,2.6153207299322947,1
40,131,0,0,0,0,129.45699058027213,113,22.01030061937329,168.20735612372962,97,14.296408936735126,166.2652166900011,68,7.483628640686535,7.580423149243059,4,2.0463713593134645,3
37,49,0,0,0,0,222.27626531529305,97,37.78877866209493,202.99660793680158,124,17.25711845387569,177.55152911180184,86,7.987288300977661,12.713897213547439,4,3.431626824259764,2
22,127,0,0,1,34,172.08518545859275,97,29.25792275167442,201.95861565991657,114,17.166747225947528,143.158126398628,86,6.444218747222399,12.393881431723367,10,3.344347986565309,2
15,114,1,0,0,0,140.30374030385684,114,23.851424341049384,221.90834326000095,107,18.860935075964207,212.21050310663702,92,9.545381272753374,8.194244696860943,2,2.2164460681524547,5
15,69,1,0,0,0,187.4164976881767,113,31.863479545832462,198.3399510739404,139,16.85805837186372,205.1672492539446,80,9.229863685848718,13.409926610910613,4,3.6243551237882903,3
28,55,0,0,0,9,213.7107816202479,119,36.33136875205183,137.79929960196057,115,11.713853661905352,226.6565978693521,125,10.198263914774085,8.759608077735212,3,2.3677319129014087,7
16,98,1,0,0,0,319.1463353614148,75,54.2557798772934,138.579342995456,101,11.776107012845369,209.872571646322,92,9.447257164632198,9.601711890458057,9,2.592285061034015,1
17,98,0,0,0,0,156.48566426144473,106,26.600407303991005,156.29823355106194,99,13.289769340902799,188.06956207395137,83,8.46139416193575,7.799459857966041,4,2.1061708039803584,4
43,41,2,0,0,0,268.70197722550273,104,45.68224808688698,260.12443520904134,100,22.108356889147313,173.3392891142323,124,7.798804144848012,8.99842279666407,6,2.433206217272019,1
30,73,0,0,0,22,104.5565441636181,89,17.77461250781508,176.29847838709554,102,14.986366214166837,167.31512570335687,107,7.528450031260306,9.534816245427143,3,2.5726176654472384,2
11,104,1,0,0,0,259.85448481487225,78,44.176251833601505,210.90031203620055,102,17.924327581569724,247.44825624288364,68,11.13838105736386,10.1943955004125,4,2.7518740831992465,2
4,50,1,1,0,0,241.72544827121598,109,41.09477776555018,112.89882226664139,82,9.596335443360186,151.9803751894986,130,6.839772739591192,16.27851689855622,7,4.396242528813067,1
11,124,0,0,0,14,226.47108086342612,88,38.50269692546709,150.1171423540842,106,12.758376868124138,214.17748528159802,94,9.64111648971238,13.000426961211458,1,3.5094691541308096,0
24,59,0,0,0,0,194.58096918279165,109,33.079670694609696,196.92474682809055,135,16.73865051362014,197.914327493964,84,8.902597703995937,11.287120242135806,3,3.0494283989117807,3
12,39,1,0,0,0,169.65231228056513,114,28.841896964746432,141.30888931652686,122,12.012245899278883,253.10157871944665,114,11.394536148921855,10.513181971225901,3,2.8435281158281085,4
1,123,1,0,0,0,60.92379785412146,94,10.353283521476119,140.61498451752644,117,11.952952098696349,138.1083745150802,91,6.2188768531786085,11.709690979624702,1,3.1588544507741383,4
20,103,1,1,0,0,133.16452009589614,90,22.633981087696668,236.74741371356035,70,20.12553333350121,213.99102600882387,120,9.62512151318572,12.494614657412807,2,3.3785427896528772,1
35,142,1,0,0,0,289.9426932943492,102,49.29173924822029,296.86551521200033,92,25.230248693864247,175.32456116587133,125,7.889404260906413,10.649626154788915,9,2.8748382685467684,2
29,65,1,0,0,0,239.47836120801801,103,40.71321671010015,220.17906094741713,111,18.714921745618092,269.16184498339777,81,12.115186154428176,12.334538754150557,3,3.327220768357736,1
20,161,1,0,0,0,252.882653563371,107,42.991531870550475,245.40582846059374,79,20.856735801539166,253.5654692294196,48,11.408946115323882,7.8365353441792776,4,2.118941483818809,4
7,107,1,0,0,19,118.06177976009417,90,20.06650255921601,255.1722945638857,89,21.691989088390283,221.3938697519546,125,9.960288441597946,10.091646780014981,4,2.7263041260040666,4
9,113,1,0,0,0,125.66978255987237,105,21.364399320568932,180.6467814270764,92,15.357964326171285,242.91793771224516,115,10.931935220833585,12.592742921874056,2,3.3980647791664147,3
13,92,1,0,1,28,200.36090348535635,129,34.06050754275888,203.5706817914261,115,17.299223482618842,131.12544397648583,112,5.905114188892202,6.498528158913434,5,1.756479442707985,1
16,46,1,0,0,0,249.89861589770732,99,42.48167930173741,259.40438778040476,89,22.0483729613344,194.97437973815153,103,8.77857665211953,13.29715330423906,2,3.5891459912717174,2
41,199,1,0,0,0,233.05215382587014,102,39.616307641374824,300.6231438703242,86,25.550239838187142,249.20291785969857,86,11.215079439965304,11.729789172286676,4,3.163484567494308,1
14,46,1,0,0,0,283.9774613201343,104,48.27783857323577,255.52647679208056,87,21.719883512445552,193.72985118705347,95,8.718513452230352,10.013820833812513,3,2.702125357266075,2
28,59,1,0,0,0,274.38556559767136,77,46.64725836242005,230.55020580627863,86,19.599555282717766,176.49069404179806,107,7.941656810249078,10.001452428857768,4,2.70467994497568,2
16,93,0,0,0,0,157.55336125023544,106,26.781283640346,154.01667783230047,102,13.095816303628602,188.31955890393084,83,8.472698492385856,8.162707984583372,5,2.203860413235518,3
31,91,0,0,0,0,93.38391206304516,110,15.880142852889303,214.7297145919702,79,18.251586839231653,171.6511208686506,83,7.72755604343253,9.040527502629548,4,2.438186821366725,4
25,105,1,0,0,0,336.9458537755488,74,57.28566719018175,217.23421147746072,105,18.463047733891926,266.3306972801511,128,11.988857764314377,12.776770996931795,8,3.4504722658484788,1
12,82,0,0,0,0,132.57969279354268,121,22.540493322540577,217.90275376512002,93,18.518443230763943,208.90544523616796,102,9.4,10.64381789472478,4,2.8764125101182096,5
9,113,0,0,0,0,245.86822197663437,101,41.80123028013781,242.8042014790376,96,20.636745589003418,231.46928969896925,83,10.415301764398633,11.342780876976079,3,3.0601833808935073,1
40,58,0,0,0,0,267.8128528455488,108,45.52702922152632,250.05338758195418,100,21.256004649881785,174.22235138560518,114,7.8382281637378375,9.302258387969447,4,2.514898705305993,0
38,126,1,0,0,0,193.7860236808039,105,32.94088544110177,203.4515499790128,78,17.291652051508613,107.16368167992914,136,4.818856787669396,14.037818024486254,4,3.7867514731963348,3
18,158,1,0,0,0,146.86497232255635,121,24.96971144357947,213.23311876573857,79,18.126648169460225,174.76594897505663,102,7.863300778249991,11.6999334100568,2,3.1599822426818136,3
31,135,1,0,0,0,239.15297462751386,111,40.65813704500637,284.80466344800595,86,24.209830713915995,240.459746070874,112,10.8193220475944,10.20126964563003,11,2.7556775483708082,1
43,122,0,0,0,0,251.66154816402732,101,42.7821632346527,242.1687745355548,73,20.58373152308327,239.8955612873617,92,10.795564546986137,11.83854537208343,3,3.194992984791693,1
29,115,1,1,1,30,223.57182320115567,82,38.007590126239386,217.12150324005498,111,18.45248062329023,191.78095711130683,93,8.627849675994502,12.125648874387807,5,3.270751620027487,1
40,136,0,0,0,0,144.2022000322592,118,24.519326735647915,167.31796253773675,89,14.22151263475678,174.92510160624747,75,7.872153207199211,6.129307298412586,4,1.6578467928007892,4
26,101,0,1,1,33,220.58123693306715,104,37.49621483574324,180.3439198701271,101,15.328632863452102,207.84891893843152,86,9.354403630790332,6.006184665335732,2,1.6236666045536288,0
34,97,0,0,0,0,256.4936487727,124,43.60589353456681,273.92515138466797,100,23.282140543376002,222.87445428514405,100,10.027866496906803,11.098929728312,1,2.9996789184935997,1
40,101,1,0,0,0,260.3557657497419,80,44.257198674690386,208.79463867543856,129,17.743954475257997,280.57010828973165,119,12.625750718343651,11.16528176857584,1,3.0140751382868904,2
21,119,1,0,0,21,172.02050810686487,119,29.246488695714937,223.6050986053906,132,19.010417158622868,149.9888757700569,94,6.749490139460941,13.891425072752188,19,3.7476824520951864,1
25,146,0,0,1,34,198.39521601721023,132,33.72636337067045,141.9611577554677,99,12.0633088140552,212.39588497239146,90,9.553690200215128,10.25456677662241,3,2.7715122200071614,1
10,100,1,0,1,27,112.12281249278927,90,19.057219906178908,261.2784143692111,98,22.212019677394782,221.213819471685,117,9.95278009382109,10.332951378473371,6,2.7888715249736,5
20,63,1,0,1,27,190.43674935457253,119,32.37924739027733,155.77734173303915,100,13.241909515654935,217.73406737572202,112,9.800248204064866,9.006365052183117,7,2.4348198450974063,2
36,6,2,0,0,1,127.32928283352801,97,21.650632933995322,265.6891813974299,81,22.586511389240655,269.90298730560744,118,12.14722025150701,6.5764895007009265,5,1.7729282833528015,2
22,61,1,0,0,0,248.7640237041841,109,42.29087836389677,219.9461747619691,118,18.69541069023105,265.5243597495834,77,11.952067859658607,13.176203578975818,2,3.553597629581589,1
24,123,1,1,0,0,159.19028827106064,71,27.065908643279517,201.11142214483198,112,17.0925967002538,170.07770647675238,82,7.652279881825793,10.23905409185658,2,2.7647962406874416,2
25,129,1,0,0,0,241.0205320553081,82,40.97520274285862,265.1262392625583,87,22.536730337317454,192.8873843319523,75,8.679987111527703,10.082192663593993,3,2.724657799078198,0
39,112,0,0,0,0,281.9701882079934,120,47.9353136290166,259.2537846023835,91,22.033857916445893,231.35825993118763,99,10.408407922146734,12.961121293619772,3,3.501693566106199,0
40,127,1,0,0,0,195.2044288707644,103,33.181793089550425,206.7151219232925,74,17.568496424168618,104.43462963486006,131,4.6951739092932,13.668351667309093,4,3.6866861016224517,3
7,80,0,0,0,9,226.38008225465305,101,38.48701405183656,124.69952018119054,96,10.596959215401196,117.98988689985205,102,5.311995201811905,5.539904036238108,4,1.4979739526932008,3
18,71,0,0,0,0,284.2168138654743,113,48.313753953000884,259.7559587025192,119,22.081256489714132,141.16132064720037,95,6.352707227059143,12.307668436705372,5,3.321696902688939,0
35,192,1,0,0,0,250.40475154772662,115,42.56660596348967,294.6699879123817,97,25.0448458232107,257.16677276468374,93,11.573406124128658,10.920629868348394,4,2.94816196614673,0
32,122,1,0,0,0,256.0845066572529,102,43.53864298224653,251.98875161543373,92,21.418374438852474,164.66825104577765,104,7.41310232026262,13.72434690008087,4,3.7068505135353704,3
22,121,0,0,0,0,241.35815407856398,127,41.02744686227746,267.0318057106077,88,22.69690432155364,227.72886959805794,77,10.250836790687067,9.791632093129326,9,2.645899661762544,2
36,101,1,0,0,0,260.3580946265161,103,44.25718868014361,267.18905435533844,92,22.710757026567904,255.98740636413626,84,11.51749625456545,12.75599718316784,6,3.4418066458194536,0
22,41,1,0,0,0,81.79799379307062,122,13.906658944822004,210.47928231025122,107,17.893763494819623,211.47573320707224,64,9.516481489663052,11.307349534480297,3,3.051959875861412,5
46,91,1,0,0,0,246.51271250361924,109,41.90477340029703,166.14123181054066,106,14.125545497884636,248.2248412447584,110,11.174505581332369,6.993862659120406,3,1.8873429179625099,0
20,90,1,0,0,0,281.22143664436146,97,47.807291620550274,229.50169414504074,94,19.503869437160326,232.6595211185462,107,10.46924779752038,10.540478881453812,5,2.8464784283288065,0
15,77,0,0,0,0,193.1263604464364,122,32.82958500640567,292.1906551443786,104,24.837946360993477,296.72283964718616,124,13.351895694293871,5.916044914753121,3,1.598492576130874,3
31,111,0,0,0,0,270.3344390033071,95,45.95573983388452,210.09546007967472,83,17.861479667769043,208.9553042393277,104,9.40314277209867,8.179746219181375,10,2.209724845159129,1
9,86,1,0,0,0,272.14179497914125,103,46.26231412134972,233.26009675766957,109,19.824852615092098,243.52419717484443,108,10.962833263558183,8.816410041717488,2,2.3800351987115747,0
34,77,1,0,0,32,143.11812171585288,101,24.330092869191468,211.92478857955928,102,18.016619206759017,105.04612995775614,119,4.726575848099026,15.276253881864628,3,4.123606814348169,4
31,126,1,0,0,0,292.5151280413105,82,49.72967270822276,270.5706588399843,140,22.99605647199865,109.86390647942905,85,4.945072967974374,12.704705999887606,2,3.426270619969654,0
46,131,1,0,0,0,243.52366305198063,104,41.395415886079874,228.41968673465914,82,19.41658362158128,256.2462062261557,96,11.531341391672449,13.284037985711983,4,3.5835592003945145,1
29,77,1,0,0,0,298.1698576774271,113,50.69164804567124,162.02806545737218,78,13.768703815232545,264.98841499934025,100,11.923274303360085,7.677071067861467,5,2.0717639423903256,2
47,168,0,0,1,39,196.9371564496406,109,33.48065539136696,129.07700848561828,102,10.975424597242782,198.3225863285372,96,8.92112931642686,11.383967585132439,4,3.0738971112711306,4
5,79,1,0,0,0,237.0794313328423,101,40.30166125214579,267.0839731679691,105,22.705769128683063,195.50524466243914,102,8.796841488747972,11.868473456422414,3,3.2026457587966535,1
33,95,0,0,0,0,89.54844624356491,99,15.227266936534738,320.56994881759954,99,27.247672343149436,172.22175259009123,80,7.748509941682807,9.256494819817576,3,2.4981914510933416,1
35,75,0,0,0,0,118.73910954493874,107,20.186518181944756,199.76089045506126,131,16.979132208448597,217.76957516962824,116,9.800000453270197,8.09130395367809,4,2.1826085872614747,2
38,98,1,0,0,0,14.011463493369718,12,2.3826747764372755,166.9469435519638,130,14.19434500540404,164.09443218328752,90,7.3849672430172655,7.627620123442563,1,2.063602629842377,3
11,180,1,0,0,0,102.01801898440928,110,17.34706322734958,140.48380341187845,95,11.940268234981458,212.50608653169982,110,9.560158178559751,12.26248273481798,4,3.3081602283444322,1
22,142,1,0,0,0,304.0948743063105,127,51.69579548649379,225.86538993710298,112,19.19989298002187,233.43106150572737,107,10.503230068442152,11.200957547172766,4,3.023590556789547,2
11,87,1,0,0,6,271.18444498846645,100,46.10477787298163,240.77779953865817,126,20.467112960785943,149.62224942332273,99,6.730001224049523,8.357777505766773,5,2.257333251730032,1
36,131,0,0,0,0,254.7546396932572,101,43.30956194632001,254.20800872720207,82,21.61074904142875,180.77734496960275,105,8.131573317497269,8.109279386514398,3,2.1900518312914596,0
20,66,0,0,0,0,233.17488867610473,103,39.63853368698624,133.32169783148564,116,11.334143662664168,211.91024047722897,107,9.533766698584293,9.77895518062423,2,2.641712674671663,5
21,61,1,0,0,9,254.30811671301902,110,43.23101247703287,288.98649091914166,102,24.56096056112793,122.95090546424451,91,5.529790745891003,8.978233399822184,2,2.422245472678777,1
5,119,0,0,0,0,140.82329589464536,88,23.93896030208971,191.50788613478443,100,16.28145168474096,150.81720449264256,78,6.7908602246321275,9.086738574749651,3,2.452114756003476,7
13,187,1,0,0,0,135.89722680425186,85,23.1012623887103,219.7181702785993,116,18.679080549612102,167.91121971840042,91,7.5585086272341515,13.407215186232909,5,3.620149596245339,5
2,115,1,0,0,0,139.70749804264062,88,23.749384801855022,192.54009344133962,95,16.370264767525914,151.38987650566156,75,6.817401267766815,9.315418844856673,2,2.514185115032525,6
11,105,1,0,0,0,273.8416742507544,106,46.55416742507544,285.07415816626286,104,24.22826204290875,263.3489533958944,110,11.851619645322792,7.92538678847381,4,2.1409372353351217,1
33,77,0,0,0,0,293.8560070766522,110,49.95741681825528,201.50510002975287,100,17.127354617902164,215.78860785022675,82,9.708908468633377,9.983984656580894,3,2.6973069342914657,2
10,30,1,0,0,0,97.24550137075109,103,16.529284213477126,137.54494426984866,92,11.689820262937136,281.66245532586817,87,12.676653352810158,11.164694134832493,3,3.0139184359553313,5
36,161,0,0,0,0,260.253345519438,104,44.24363019038063,162.25656829559168,87,13.794260120220484,282.3716427252498,104,12.708798641883735,13.887709584769551,3,3.7519273961923876,2
16,115,0,0,0,0,233.55686788201905,98,39.70097056254716,244.07375328522195,91,20.746802698422083,151.5626195900682,69,6.821784212374855,10.79528123364046,1,2.91286060979578,6
0,122,1,0,0,0,69.72552753399772,93,11.84955430885287,133.39868659050757,123,11.339281046156513,138.94628073258804,88,6.256582632966461,12.372181761169367,1,3.338776843955282,5
32,92,1,0,0,0,235.18081641861474,107,39.980651641161,192.22852641651332,71,16.343048927545738,205.77254642631993,113,9.263224285614218,12.265794284913747,3,3.3089322140705697,0
29,101,1,0,0,0,201.1961965700422,106,34.20231497119237,348.8951840002696,102,29.656730057165962,227.54144228259494,90,10.242023542717222,7.32403885713002,5,1.9772116571390062,1
48,95,1,0,0,0,323.61384720870984,112,55.013541868333206,167.89885850281283,109,14.268560422722972,163.97070425946532,96,7.378839141659821,8.495567118450204,1,2.2986152791290166,1
40,132,1,0,0,0,144.5840625639936,120,24.584010427332267,176.63094460328895,87,15.012990187006238,184.54302802194707,77,8.305916990900878,8.11750153584626,5,2.193604580491909,3
34,76,1,0,0,0,288.82336170123375,119,49.10390695695655,158.0540270177149,79,13.430725363037416,255.77298649114255,97,11.507983991898888,8.67983991898887,6,2.3412906450636983,1
21,93,1,0,0,0,111.6263070482204,100,18.9782879855899,170.4006584670808,103,14.484605315189164,174.82432373822502,82,7.867236020011204,10.152629913946743,4,2.740394289373187,4
13,114,1,0,0,6,266.2143773760215,119,45.255729881890225,208.07860631475447,69,17.684645832729057,184.73231078965134,109,8.315364701530132,14.003565614207591,2,3.7821412838444073,4
27,101,1,0,0,13,112.87247835340706,89,19.190203921515447,231.99469074130502,114,19.720158027706997,284.42621782527317,99,12.797121102855415,10.074903513712306,5,2.7225518927905332,5
24,130,1,0,0,0,149.57832851850034,113,25.42695293898214,220.28450702422197,116,18.72450164247741,216.9855278056013,94,9.763389115392492,8.162909162919096,2,2.2079854739881557,2
29,108,0,0,0,13,168.05241506996157,121,28.57101567573482,200.96853677295158,119,17.083167600312066,170.93167600312069,96,7.6921093693627975,10.973792465019212,5,2.9642400163328197,3
36,48,0,0,0,0,140.64744994213237,107,23.910750626578746,171.86359514416458,88,14.607931791878354,208.5208228903542,111,9.38577909827406,9.83682728324866,2,2.6549433664771374,4
19,97,0,0,0,0,305.52356500698653,104,51.93947535807126,135.87643499301345,103,11.551435588173247,223.5132667327514,77,10.057504923624467,10.007227772270717,3,2.7062475381877658,0
34,37,0,0,0,0,281.76589782050377,86,47.90238346512887,185.87508455626843,91,15.798943366490928,205.42491544373158,105,9.241272791997652,9.985110495137674,3,2.7003734455682498,0
35,133,0,0,1,43,195.51241134318911,99,33.24139989846109,119.3984123585782,66,10.150734960835978,207.09573208588156,117,9.32103286916203,7.253922309253383,3,1.9629790832605263,3
22,121,1,0,0,0,135.52910244095983,122,23.041327148548895,223.74745797548294,91,19.015315572381525,137.64489850550098,97,6.1937324768344375,11.291777672615464,4,3.046963526951406,2
23,74,1,0,0,0,221.10772678884095,78,37.58995369302389,276.1480972446498,120,23.469607872185936,239.88385181767646,112,10.796793517023344,11.016148182323553,4,2.975640287069216,1
33,71,1,0,0,0,177.27638776679592,110,30.13356837852039,164.80450086528407,92,14.005382573549145,182.54100403927762,109,8.20996999423144,13.250525100949808,2,3.5759746104936387,3
25,61,0,0,0,0,260.18107352886403,106,44.23262053447104,229.94467682792117,117,19.546414909792166,259.3030028269833,77,11.672274799641608,12.780982717924669,2,3.4482620581132455,1
11,62,1,0,0,0,243.99730359466287,100,41.478140165461774,263.6911313580316,97,22.414954116402708,195.2408673785479,103,8.788028912618264,12.617542427447571,2,3.4053350097799306,1
43,97,1,0,0,34,136.13377859298922,96,23.14579061594101,204.02007013388547,61,17.34283352858537,132.779979961747,72,5.978757722423142,10.680697946863308,7,2.8831056939421456,4
8,152,1,0,0,22,190.2967116450789,108,32.348913010984525,160.6207568062446,89,13.652382336361068,167.17470636456133,101,7.520566766829564,11.242836019280475,3,3.0363297095451713,1
2,197,1,1,0,5,121.1146109625509,82,20.587955197903955,218.37025140925599,112,18.565178371192214,164.24303933754385,95,7.394731882549879,12.29022472080932,4,3.319360674618517,4
42,121,0,0,0,0,290.2262275782626,112,49.338458688304634,247.61861364988508,97,21.044303881792946,237.1289311935898,98,10.66974985284252,13.093893707988897,5,3.5365164658151538,0
37,153,1,0,0,0,285.34698883836535,56,48.51025964956953,164.64875600218195,135,13.998323127803994,255.32939078452662,95,11.490908773493343,8.618535885776627,5,2.328276236207101,0
23,119,0,1,0,16,262.58770438587555,103,44.63851953214858,258.83284232448625,76,22.00170016081235,178.1,104,8.01,8.1792660087699,2,2.207804269005307,0
21,34,1,0,0,0,295.31314756350304,88,50.20433783404797,272.3767020970571,73,23.149725174754757,180.1419419713508,80,8.10733601458456,11.020549650490485,9,2.9751374126226215,2
41,163,0,0,0,0,165.74057669748615,117,28.172087078097377,176.64599958767732,107,15.015449682338573,217.84218062556548,72,9.80049264791281,11.62493794861712,4,3.14016612755244,4
14,97,0,0,1,22,134.67736339790318,102,22.892453677819642,164.1273752201245,119,13.948869352117292,187.663218477148,86,8.44773633979032,12.40755341551315,2,3.3527375220124505,3
